person_id,display_first_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,age,feet,inches,height_m,weight_kg,BMI
203500,Steven Adams,steven-adams,1993-07-20,Pittsburgh,New Zealand,Pittsburgh/New Zealand,6-11,265.0,10.0,4,Center,Active,False,1610612763,Grizzlies,MEM,grizzlies,Memphis,steven_adams,2013.0,2023.0,False,True,True,2013,1,12,False,32,6.0,11.0,2.1082,120.20188,27.0450408806174
912,Rafael Addison,rafael-addison,1964-07-22,Syracuse,USA,Syracuse/USA,6-8,241.0,6.0,7,Forward,Inactive,False,1610612751,Nets,NJN,nets,New Jersey,rafael_addison,1986.0,1996.0,False,True,True,1986,2,39,False,61,6.0,8.0,2.032,109.31567199999999,26.47494226238452
1628389,Bam Adebayo,bam-adebayo,1997-07-18,Kentucky,USA,Kentucky/USA,6-9,255.0,6.0,13,Center-Forward,Active,False,1610612748,Heat,MIA,heat,Miami,bam_adebayo,2017.0,2023.0,False,True,True,2017,1,14,False,28,6.0,9.0,2.0574,115.66596,27.32549863819435
1629061,Deng Adel,deng-adel,1997-02-01,Louisville,South Sudan,Louisville/South Sudan,6-7,200.0,2.0,32,Forward,Inactive,False,1610612739,Cavaliers,CLE,cavaliers,Cleveland,deng_adel,2018.0,2018.0,True,True,True,2018,,,False,28,6.0,7.0,2.0065999999999997,90.7184,22.530652335779923
76015,Rick Adelman,rick-adelman,1946-06-16,Loyola-Marymount,USA,Loyola-Marymount/USA,6-2,175.0,7.0,5,Guard,Inactive,False,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_rick_adelman,1968.0,1974.0,False,True,True,1968,7,79,False,79,6.0,2.0,1.8796,79.3786,22.468421489070884
202399,Jeff Adrien,jeff-adrien,1986-02-10,Connecticut,USA,Connecticut/USA,,,6.0,,Unknown,Inactive,False,0,,,,,jeff_adrien,2010.0,2014.0,True,True,True,Undrafted,Undrafted,Undrafted,False,39,,,,,
201167,Arron Afflalo,arron-afflalo,1985-10-15,UCLA,USA,UCLA/USA,6-5,210.0,12.0,4,Guard,Inactive,False,1610612743,Nuggets,DEN,nuggets,Denver,arron_afflalo,2007.0,2017.0,False,True,True,2007,1,27,False,40,6.0,5.0,1.9558,95.25431999999999,24.902089945856396
1630534,Ochai Agbaji,ochai-agbaji,2000-04-20,Kansas,USA,Kansas/USA,6-5,215.0,1.0,30,Guard,Active,False,1610612762,Jazz,UTA,jazz,Utah,ochai_agbaji,2022.0,2023.0,True,True,True,2022,1,14,False,25,6.0,5.0,1.9558,97.52228,25.49499684932917
200772,Maurice Ager,maurice-ager,1984-02-09,Michigan State,USA,Michigan State/USA,6-5,202.0,4.0,,Forward-Guard,Inactive,False,0,,,,,maurice_ager,2006.0,2010.0,True,True,True,2006,1,28,False,41,6.0,5.0,1.9558,91.625584,23.953438900299965
76016,Mark Aguirre,mark-aguirre,1959-12-10,DePaul,USA,DePaul/USA,6-6,232.0,13.0,7,Forward,Inactive,False,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_mark_aguirre,1981.0,1993.0,False,True,True,1981,1,1,False,66,6.0,6.0,1.9811999999999999,105.233344,26.809994974362077
201336,Blake Ahearn,blake-ahearn,1984-05-27,Missouri State,USA,Missouri State/USA,6-2,190.0,4.0,2,Guard,Inactive,False,1610612748,Heat,MIA,heat,Miami,blake_ahearn,2007.0,2011.0,True,True,True,Undrafted,Undrafted,Undrafted,False,41,6.0,2.0,1.8796,86.18248,24.3942861881341
201582,Alexis Ajinca,alexis-ajinca,1988-05-06,Hyeres-Toulon,France,Hyeres-Toulon/France,7-2,248.0,8.0,42,Center,Inactive,False,1610612740,Pelicans,NOP,pelicans,New Orleans,alexis_ajinca,2008.0,2017.0,True,True,True,2008,1,20,False,37,7.0,2.0,2.1844,112.490816,23.57505591160452
76018,Henry Akin,henry-akin,1944-07-31,Morehead State,USA,Morehead State/USA,6-10,225.0,2.0,10,Center,Inactive,False,1610612752,Knicks,NYK,knicks,New York,HISTADD_henry_akin,1966.0,1967.0,False,True,True,1966,2,11,False,81,6.0,10.0,2.0827999999999998,102.0582,23.52625317981154
203006,Josh Akognon,josh-akognon,1986-02-10,California State-Fullerton,USA,California State-Fullerton/USA,5-11,185.0,2.0,10,Guard,Inactive,False,1610612742,Mavericks,DAL,mavericks,Dallas,josh_akognon,2012.0,2012.0,True,True,True,Undrafted,Undrafted,Undrafted,False,39,5.0,11.0,1.8034,83.91452,25.80197701557871
1629152,DeVaughn Akoon-Purcell,devaughn-akoon-purcell,1993-06-05,Illinois State,Trinidad and Tobago,Illinois State/Trinidad and Tobago,6-6,200.0,2.0,,Guard-Forward,Inactive,False,0,,,,,devaughn_akoon-purcell,2018.0,2018.0,True,True,True,2016,,,False,32,6.0,6.0,1.9811999999999999,90.7184,23.112064633070755
202374,Solomon Alabi,solomon-alabi,1988-03-21,Florida State,Nigeria,Florida State/Nigeria,7-1,252.0,3.0,50,Center,Inactive,False,1610612761,Raptors,TOR,raptors,Toronto,solomon_alabi,2010.0,2011.0,True,True,True,2010,2,50,False,37,7.0,1.0,2.159,114.305184,24.522268449381194
76019,Mark Alarie,mark-alarie,1963-12-11,Duke,USA,Duke/USA,6-8,217.0,5.0,31,Forward,Inactive,False,1610612764,Bullets,WAS,wizards,Washington,HISTADD_mark_alarie,1986.0,1990.0,False,True,True,1986,1,18,False,62,6.0,8.0,2.032,98.429464,23.838433489366977
76020,Gary Alcorn,gary-alcorn,1936-10-08,Fresno State,USA,Fresno State/USA,6-9,225.0,2.0,24,Center,Inactive,False,1610612765,Pistons,DET,pistons,Detroit,HISTADD_gary_alcorn,1959.0,1960.0,False,True,True,1959,3,16,False,89,6.0,9.0,2.0574,102.0582,24.110734092524428
1630583,Santi Aldama,santi-aldama,2001-01-10,Loyola-Maryland,Spain,Loyola-Maryland/Spain,7-0,215.0,2.0,7,Forward-Center,Active,False,1610612763,Grizzlies,MEM,grizzlies,Memphis,santi_aldama,2021.0,2023.0,True,True,True,2021,1,30,False,24,7.0,0.0,2.1336,97.52228,21.422879297005757
203128,Furkan Aldemir,furkan-aldemir,1991-08-09,Galatasaray,Turkey,Galatasaray/Turkey,6-10,240.0,2.0,19,Forward-Center,Inactive,False,1610612755,76ers,PHI,sixers,Philadelphia,furkan_aldemir,2014.0,2014.0,False,True,True,2012,2,53,False,34,6.0,10.0,2.0827999999999998,108.86207999999999,25.094670058465642
202332,Cole Aldrich,cole-aldrich,1988-10-31,Kansas,USA,Kansas/USA,6-11,253.0,9.0,45,Center,Inactive,False,1610612752,Knicks,NYK,knicks,New York,cole_aldrich,2010.0,2017.0,True,True,True,2010,1,11,False,37,6.0,11.0,2.1082,114.758776,25.82035978413661
200746,LaMarcus Aldridge,lamarcus-aldridge,1985-07-19,University of Texas at Austin,USA,Texas-Austin/USA,6-11,250.0,17.0,21,Center-Forward,Inactive,False,1610612751,Nets,BKN,nets,Brooklyn,lamarcus_aldridge,2006.0,2021.0,False,True,True,2006,1,2,False,40,6.0,11.0,2.1082,113.398,25.51418951001641
1626146,Cliff Alexander,cliff-alexander,1995-11-16,Kansas,USA,Kansas/USA,6-8,240.0,2.0,34,Forward,Inactive,False,1610612757,Trail Blazers,POR,blazers,Portland,cliff_alexander,2015.0,2015.0,True,True,True,Undrafted,Undrafted,Undrafted,False,30,6.0,8.0,2.032,108.86207999999999,26.365087730175457
724,Cory Alexander,cory-alexander,1973-06-22,Virginia,USA,Virginia/USA,6-1,190.0,8.0,12,Guard,Inactive,False,1610612759,Spurs,SAS,spurs,San Antonio,cory_alexander,1995.0,2004.0,False,True,True,1995,1,29,False,52,6.0,1.0,1.8541999999999998,86.18248,25.067200444027463
201570,Joe Alexander,joe-alexander,1986-12-26,West Virginia,USA,West Virginia/USA,6-8,230.0,3.0,20,Forward,Inactive,False,1610612749,Bucks,MIL,bucks,Milwaukee,joe_alexander,2008.0,2009.0,True,True,True,2008,1,8,False,39,6.0,8.0,2.032,104.32616,25.266542408084813
1629734,Kyle Alexander,kyle-alexander,1996-10-21,Tennessee,Canada,Tennessee/Canada,6-10,216.0,2.0,17,Forward-Center,Inactive,False,1610612748,Heat,MIA,heat,Miami,kyle_alexander,2019.0,2019.0,True,True,True,Undrafted,Undrafted,Undrafted,False,29,6.0,10.0,2.0827999999999998,97.975872,22.58520305261908
1630234,Ty-Shon Alexander,ty-shon-alexander,1998-07-16,Creighton,USA,Creighton/USA,6-3,195.0,2.0,0,Guard,Inactive,False,1610612756,Suns,PHX,suns,Phoenix,ty-shon_alexander,2020.0,2020.0,True,True,True,Undrafted,Undrafted,Undrafted,False,27,6.0,3.0,1.905,88.45044,24.373058879451094
2349,Victor Alexander,victor-alexander,1969-08-31,Iowa State,USA,Iowa State/USA,6-10,265.0,5.0,9,Forward,Inactive,False,1610612744,Warriors,GOS,warriors,Golden State,victor_alexander,1991.0,2001.0,False,True,True,1991,1,17,False,56,6.0,10.0,2.0827999999999998,120.20188,27.708698189555815
1629638,Nickeil Alexander-Walker,nickeil-alexander-walker,1998-09-02,Virginia Tech,Canada,Virginia Tech/Canada,6-5,205.0,4.0,9,Guard,Active,False,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nickeil_alexander-walker,2019.0,2023.0,True,True,True,2019,1,17,False,27,6.0,5.0,1.9558,92.98636,24.309183042383626
76024,Steve Alford,steve-alford,1964-11-23,Indiana,USA,Indiana/USA,6-2,183.0,4.0,4,Guard,Inactive,False,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_steve_alford,1987.0,1990.0,False,True,True,1987,2,26,False,61,6.0,2.0,1.8796,83.007336,23.495549328571265
1628959,Rawle Alkins,rawle-alkins,1997-10-29,Arizona,USA,Arizona/USA,6-5,225.0,2.0,20,Guard,Inactive,False,1610612741,Bulls,CHI,bulls,Chicago,rawle_alkins,2018.0,2018.0,True,True,True,Undrafted,Undrafted,Undrafted,False,28,6.0,5.0,1.9558,102.0582,26.680810656274712
76028,Bob Allen,bob-allen,1946-07-17,Marshall,USA,Marshall/USA,6-9,205.0,1.0,50,Forward,Inactive,False,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_bob_allen,1968.0,1968.0,False,True,True,1968,6,71,False,79,6.0,9.0,2.0574,92.98636,21.96755772874448
1628960,Grayson Allen,grayson-allen,1995-10-08,Duke,USA,Duke/USA,6-4,198.0,5.0,12,Guard,Active,False,1610612749,Bucks,MIL,bucks,Milwaukee,grayson_allen,2018.0,2023.0,True,True,True,2018,1,21,False,30,6.0,4.0,1.9304,89.811216,24.101049725645158
1628386,Jarrett Allen,jarrett-allen,1998-04-21,Texas,USA,Texas/USA,6-9,243.0,6.0,31,Center,Active,False,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jarrett_allen,2017.0,2023.0,False,True,True,2017,1,22,False,27,6.0,9.0,2.0574,110.222856,26.03959281992638
1628443,Kadeem Allen,kadeem-allen,1993-01-15,Arizona,USA,Arizona/USA,6-1,200.0,3.0,,Guard,Inactive,False,0,,,,,kadeem_allen,2017.0,2019.0,True,True,True,2017,2,53,False,32,6.0,1.0,1.8541999999999998,90.7184,26.386526783186806
202730,Lavoy Allen,lavoy-allen,1989-02-04,Temple,USA,Temple/USA,6-9,260.0,7.0,5,Forward-Center,Inactive,False,1610612754,Pacers,IND,pacers,Indiana,lavoy_allen,2011.0,2016.0,True,True,True,2011,2,50,False,36,6.0,9.0,2.0574,117.93392,27.86129272913934
76027,Lucius Allen,lucius-allen,1947-09-26,UCLA,USA,UCLA/USA,6-2,175.0,10.0,42,Guard,Inactive,False,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_lucius_allen,1969.0,1978.0,False,True,True,1969,1,3,False,78,6.0,2.0,1.8796,79.3786,22.468421489070884
2124,Malik Allen,malik-allen,1978-06-27,Villanova,USA,Villanova/USA,6-10,255.0,11.0,35,Forward,Inactive,False,1610612748,Heat,MIA,heat,Miami,malik_allen,2001.0,2010.0,False,True,True,Undrafted,Undrafted,Undrafted,False,47,6.0,10.0,2.0827999999999998,115.66596,26.663086937119743
2754,Tony Allen,tony-allen,1982-01-11,Oklahoma State,USA,Oklahoma State/USA,6-4,213.0,14.0,,Guard-Forward,Inactive,False,0,,,,,tony_allen,2004.0,2017.0,False,True,True,2004,1,25,False,43,6.0,4.0,1.9304,96.615096,25.92688682607282
76029,Odis Allison,odis-allison,1949-10-02,UNLV,USA,UNLV/USA,6-6,195.0,1.0,22,Forward,Inactive,False,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_odis_allison,1971.0,1971.0,False,True,True,1971,5,76,False,76,6.0,6.0,1.9811999999999999,88.45044,22.534263017243987
200984,Lance Allred,lance-allred,1981-02-02,Weber State,USA,Weber State/USA,6-11,250.0,2.0,41,Center,Inactive,False,1610612739,Cavaliers,CLE,cavaliers,Cleveland,lance_allred,2007.0,2007.0,True,True,True,Undrafted,Undrafted,Undrafted,False,44,6.0,11.0,2.1082,113.398,25.51418951001641
76030,Darrell Allums,darrell-allums,1958-09-12,UCLA,USA,UCLA/USA,6-8,220.0,1.0,32,Forward,Inactive,False,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_darrell_allums,1980.0,1980.0,False,True,True,1980,5,103,False,67,6.0,8.0,2.032,99.79024,24.16799708599417
201165,Morris Almond,morris-almond,1985-02-02,Rice,USA,Rice/USA,6-6,225.0,4.0,21,Guard,Inactive,False,1610612762,Jazz,UTA,jazz,Utah,morris_almond,2007.0,2011.0,True,True,True,2007,1,25,False,40,6.0,6.0,1.9811999999999999,102.0582,26.0010727122046
308,Derrick Alston,derrick-alston,1972-08-20,Duquesne,USA,Duquesne/USA,6-11,225.0,3.0,,Center,Inactive,False,0,,,,,derrick_alston,1994.0,1996.0,False,True,True,1994,2,33,False,53,6.0,11.0,2.1082,102.0582,22.96277055901477
1747,Rafer Alston,rafer-alston,1976-07-24,Fresno State,USA,Fresno State/USA,6-2,175.0,11.0,11,Guard,Inactive,False,1610612745,Rockets,HOU,rockets,Houston,rafer_alston,1999.0,2009.0,True,True,True,1998,2,39,False,49,6.0,2.0,1.8796,79.3786,22.468421489070884
1824,Peter Aluma,peter-aluma,1973-04-26,Liberty,USA,Liberty/USA,6-10,260.0,1.0,,Center,Inactive,False,0,,,,,peter_aluma,1998.0,1998.0,False,True,True,Undrafted,Undrafted,Undrafted,False,52,6.0,10.0,2.0827999999999998,117.93392,27.18589256333778
1630631,Jose Alvarado,jose-alvarado,1998-04-12,Georgia Tech,USA,Georgia Tech/USA,6-0,179.0,2.0,15,Guard,Active,False,1610612740,Pelicans,NOP,pelicans,New Orleans,jose_alvarado,2021.0,2023.0,True,True,True,Undrafted,Undrafted,Undrafted,False,27,6.0,0.0,1.8288,81.192968,24.27649538941053
680,John Amaechi,john-amaechi,1970-11-26,Penn State,United Kingdom,Penn State/United Kingdom,6-10,270.0,6.0,13,Forward-Center,Inactive,False,1610612753,Magic,ORL,magic,Orlando,john_amaechi,1995.0,2002.0,False,True,True,Undrafted,Undrafted,Undrafted,False,55,6.0,10.0,2.0827999999999998,122.46984,28.23150381577385
200811,Lou Amundson,lou-amundson,1982-12-07,UNLV,USA,UNLV/USA,6-9,220.0,11.0,17,Forward,Inactive,False,1610612756,Suns,PHX,suns,Phoenix,lou_amundson,2006.0,2015.0,True,True,True,Undrafted,Undrafted,Undrafted,False,43,6.0,9.0,2.0574,99.79024,23.57494000157944
2365,Chris Andersen,chris-andersen,1978-07-07,Blinn J.C.,USA,Blinn J.C./USA,6-10,245.0,15.0,,Forward-Center,Inactive,False,0,,,,,chris_andersen,2001.0,2016.0,False,True,True,Undrafted,Undrafted,Undrafted,False,47,6.0,10.0,2.0827999999999998,111.13004,25.617475684683676
2431,David Andersen,david-andersen,1980-06-23,FC Barcelona,Australia,FC Barcelona/Australia,,,20.0,,Unknown,Inactive,False,0,,,,,david_andersen,2009.0,2017.0,False,True,True,2002,2,36,False,45,,,,,
101187,Alan Anderson,alan-anderson,1982-10-16,Michigan State,USA,Michigan State/USA,6-6,220.0,9.0,9,Forward-Guard,Inactive,False,1610612751,Nets,BKN,nets,Brooklyn,alan_anderson,2005.0,2016.0,True,True,True,Undrafted,Undrafted,Undrafted,False,43,6.0,6.0,1.9811999999999999,99.79024,25.42327109637783
202079,Antonio Anderson,antonio-anderson,1985-06-05,Memphis,USA,Memphis/USA,6-6,215.0,2.0,,Guard,Inactive,False,0,,,,,antonio_anderson,2009.0,2009.0,True,True,True,Undrafted,Undrafted,Undrafted,False,40,6.0,6.0,1.9811999999999999,97.52228,24.84546948055106
76036,Daniel Anderson,daniel-anderson,1951-01-01,Southern California,USA,Southern California/USA,6-2,185.0,2.0,33,Guard,Inactive,False,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_daniel_anderson,1974.0,1975.0,False,True,True,1974,6,92,False,74,6.0,2.0,1.8796,83.91452,23.75233128844636
1507,Derek Anderson,derek-anderson,1974-07-18,Kentucky,USA,Kentucky/USA,6-5,195.0,12.0,1,Guard,Inactive,False,1610612757,Trail Blazers,POR,blazers,Portland,derek_anderson,1997.0,2007.0,False,True,True,1997,1,13,False,51,6.0,5.0,1.9558,88.45044,23.123369235438084
76037,Dwight Anderson,dwight-anderson,1960-12-28,Southern California,USA,Southern California/USA,6-3,185.0,1.0,20,Guard,Inactive,False,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_dwight_anderson,1982.0,1982.0,False,True,True,1982,2,41,False,65,6.0,3.0,1.905,83.91452,23.123158424094626
944,Eric Anderson,eric-anderson,1970-05-26,Indiana,USA,Indiana/USA,6-9,220.0,2.0,42,Forward,Inactive,False,1610612752,Knicks,NYK,knicks,New York,eric_anderson,1992.0,1993.0,False,True,True,Undrafted,Undrafted,Undrafted,False,55,6.0,9.0,2.0574,99.79024,23.57494000157944
246,Greg Anderson,greg-anderson,1964-06-22,Houston,USA,Houston/USA,6-10,250.0,10.0,0,Center-Forward,Inactive,False,1610612759,Spurs,SAS,spurs,San Antonio,greg_anderson,1987.0,1997.0,False,True,True,1987,1,23,False,61,6.0,10.0,2.0827999999999998,113.398,26.14028131090171
202341,James Anderson,james-anderson,1989-03-25,Oklahoma State,USA,Oklahoma State/USA,6-6,213.0,6.0,5,Guard-Forward,Inactive,False,1610612759,Spurs,SAS,spurs,San Antonio,james_anderson,2010.0,2015.0,True,True,True,2010,1,20,False,36,6.0,6.0,1.9811999999999999,96.615096,24.61434883422035
76040,Jerome Anderson,jerome-anderson,1953-10-09,West Virginia,USA,West Virginia/USA,6-5,195.0,2.0,21-23,Guard,Inactive,False,1610612754,Pacers,IND,pacers,Indiana,HISTADD_jerome_anderson,1975.0,1976.0,False,True,True,1975,3,53,False,72,6.0,5.0,1.9558,88.45044,23.123369235438084
1626147,Justin Anderson,justin-anderson,1993-11-19,Virginia,USA,Virginia/USA,6-5,231.0,7.0,,Forward-Guard,Inactive,False,0,,,,,justin_anderson,2015.0,2021.0,True,True,True,2015,1,21,False,32,6.0,5.0,1.9558,104.779752,27.39229894044204
72,Kenny Anderson,kenny-anderson,1970-10-09,Georgia Tech,USA,Georgia Tech/USA,6-1,168.0,14.0,,Guard,Inactive,False,0,,,,,kenny_anderson,1991.0,2004.0,False,True,True,1991,1,2,False,55,6.0,1.0,1.8541999999999998,76.203456,22.164682497876917
76041,Kim Anderson,kim-anderson,1955-05-12,Missouri,USA,Missouri/USA,6-7,200.0,1.0,42,Forward,Inactive,False,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_kim_anderson,1978.0,1978.0,False,True,True,1978,7,146,False,70,6.0,7.0,2.0065999999999997,90.7184,22.530652335779923
203937,Kyle Anderson,kyle-anderson,1993-09-20,UCLA,USA,UCLA/USA,6-9,230.0,9.0,5,Forward-Guard,Active,False,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kyle_anderson,2014.0,2023.0,True,True,True,2014,1,30,False,32,6.0,9.0,2.0574,104.32616,24.646528183469414
76042,Michael Anderson,michael-anderson,1966-03-23,Drexel,USA,Drexel/USA,5-11,184.0,1.0,10,Guard,Inactive,False,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_michael_anderson,1988.0,1988.0,False,True,True,1988,3,73,False,59,5.0,11.0,1.8034,83.460928,25.662506869548555
76043,Mitchell Anderson,mitchell-anderson,1960-09-23,Bradley,USA,Bradley/USA,6-8,195.0,3.0,11,Forward,Inactive,False,1610612762,Jazz,UTA,jazz,Utah,HISTADD_jj_anderson,1982.0,1984.0,False,True,True,1982,2,36,False,65,6.0,8.0,2.032,88.45044,21.42163378076756
98,Nick Anderson,nick-anderson,1968-01-20,Illinois,USA,Illinois/USA,6-6,228.0,14.0,5,Forward-Guard,Inactive,False,1610612753,Magic,ORL,magic,Orlando,nick_anderson,1989.0,2002.0,False,True,True,1989,1,11,False,57,6.0,6.0,1.9811999999999999,103.418976,26.34775368170066
